"ID"	"Expanded Description"	
"11080"	"Iraq - Other - ATM equipment maintenance organisation"	
"9080"	"Iraq - Other - Air Navigation Service Provider"	
"12080"	"Iraq - Other - Apron Management Service Provider"	
"8080"	"Iraq - Other - Maintenance organisation"	
"6080"	"Iraq - Other - Aircraft operator"	
"81"	"Ireland"	
"1081"	"Ireland - AAIU"	
"2081"	"Ireland - CAA"	
"5081"	"Ireland - Other"	
"100217"	"Ireland - Other - Production organisation"	
"100425"	"Ireland - Other - Flight Crew Training organisation"	
"100633"	"Ireland - Other - Flight Information Service Provider"	
"100841"	"Ireland - Other - Continuous airworthiness monitoring organisation"	
"101049"	"Ireland - Other - Ground handling organisation"	
"101257"	"Ireland - Other - Individuals"	
"7081"	"Ireland - Other - Design organisation"	
"10081"	"Ireland - Other - Aerodrome operator"	
"11081"	"Ireland - Other - ATM equipment maintenance organisation"	
"9081"	"Ireland - Other - Air Navigation Service Provider"	
"12081"	"Ireland - Other - Apron Management Service Provider"	
"8081"	"Ireland - Other - Maintenance organisation"	
"6081"	"Ireland - Other - Aircraft operator"	
"82"	"Israel"	
"1082"	"Israel - AIB"	
"2082"	"Israel - CAA"	
"5082"	"Israel - Other"	
"100218"	"Israel - Other - Production organisation"	
"100426"	"Israel - Other - Flight Crew Training organisation"	
"100634"	"Israel - Other - Flight Information Service Provider"	
"100842"	"Israel - Other - Continuous airworthiness monitoring organisation"	
"101050"	"Israel - Other - Ground handling organisation"	
"101258"	"Israel - Other - Individuals"	
"7082"	"Israel - Other - Design organisation"	
"10082"	"Israel - Other - Aerodrome operator"	
"11082"	"Israel - Other - ATM equipment maintenance organisation"	
"9082"	"Israel - Other - Air Navigation Service Provider"	
"12082"	"Israel - Other - Apron Management Service Provider"	
"8082"	"Israel - Other - Maintenance organisation"	
"6082"	"Israel - Other - Aircraft operator"	
"83"	"Italy"	
"1083"	"Italy - ANSV"	
"2083"	"Italy - ENAC"	
"5083"	"Italy - Other"	
"100219"	"Italy - Other - Production organisation"	
"100427"	"Italy - Other - Flight Crew Training organisation"	
"100635"	"Italy - Other - Flight Information Service Provider"	
"100843"	"Italy - Other - Continuous airworthiness monitoring organisation"	
"101051"	"Italy - Other - Ground handling organisation"	
"101259"	"Italy - Other - Individuals"	
"7083"	"Italy - Other - Design organisation"	
"10083"	"Italy - Other - Aerodrome operator"	
"11083"	"Italy - Other - ATM equipment maintenance organisation"	
"9083"	"Italy - Other - Air Navigation Service Provider"	
"12083"	"Italy - Other - Apron Management Service Provider"	
"8083"	"Italy - Other - Maintenance organisation"	
"6083"	"Italy - Other - Aircraft operator"	
"84"	"Ivory Coast"	
"1084"	"Ivory Coast - AIB"	
"2084"	"Ivory Coast - CAA"	
"5084"	"Ivory Coast - Other"	
"100220"	"Ivory Coast - Other - Production organisation"	
"100428"	"Ivory Coast - Other - Flight Crew Training organisation"	
"100636"	"Ivory Coast - Other - Flight Information Service Provider"	
"100844"	"Ivory Coast - Other - Continuous airworthiness monitoring organisation"	
"101052"	"Ivory Coast - Other - Ground handling organisation"	
"101260"	"Ivory Coast - Other - Individuals"	
"7084"	"Ivory Coast - Other - Design organisation"	
"10084"	"Ivory Coast - Other - Aerodrome operator"	
"11084"	"Ivory Coast - Other - ATM equipment maintenance organisation"	
"9084"	"Ivory Coast - Other - Air Navigation Service Provider"	
"12084"	"Ivory Coast - Other - Apron Management Service Provider"	
"8084"	"Ivory Coast - Other - Maintenance organisation"	
"6084"	"Ivory Coast - Other - Aircraft operator"	
"85"	"Jamaica"	
"1085"	"Jamaica - AIB"	
"2085"	"Jamaica - CAA"	
"5085"	"Jamaica - Other"	
"100221"	"Jamaica - Other - Production organisation"	
"100429"	"Jamaica - Other - Flight Crew Training organisation"	
"100637"	"Jamaica - Other - Flight Information Service Provider"	
"100845"	"Jamaica - Other - Continuous airworthiness monitoring organisation"	
"101053"	"Jamaica - Other - Ground handling organisation"	
"101261"	"Jamaica - Other - Individuals"	
"7085"	"Jamaica - Other - Design organisation"	
"10085"	"Jamaica - Other - Aerodrome operator"	
"11085"	"Jamaica - Other - ATM equipment maintenance organisation"	
"9085"	"Jamaica - Other - Air Navigation Service Provider"	
"12085"	"Jamaica - Other - Apron Management Service Provider"	
"8085"	"Jamaica - Other - Maintenance organisation"	
"6085"	"Jamaica - Other - Aircraft operator"	
"86"	"Japan"	
"1086"	"Japan - ARAIC"	
"2086"	"Japan - CAA"	
"100009"	"Japan - JTSB"	
"5086"	"Japan - Other"	
"100222"	"Japan - Other - Production organisation"	
"100430"	"Japan - Other - Flight Crew Training organisation"	
"100638"	"Japan - Other - Flight Information Service Provider"	
"100846"	"Japan - Other - Continuous airworthiness monitoring organisation"	
"101054"	"Japan - Other - Ground handling organisation"	
"101262"	"Japan - Other - Individuals"	
"7086"	"Japan - Other - Design organisation"	
"10086"	"Japan - Other - Aerodrome operator"	
"11086"	"Japan - Other - ATM equipment maintenance organisation"	
"9086"	"Japan - Other - Air Navigation Service Provider"	
"12086"	"Japan - Other - Apron Management Service Provider"	
"8086"	"Japan - Other - Maintenance organisation"	
"6086"	"Japan - Other - Aircraft operator"	
"87"	"Jordan"	
"1087"	"Jordan - AIB"	
"2087"	"Jordan - CAA"	
"5087"	"Jordan - Other"	
"100223"	"Jordan - Other - Production organisation"	
"100431"	"Jordan - Other - Flight Crew Training organisation"	
"100639"	"Jordan - Other - Flight Information Service Provider"	
"100847"	"Jordan - Other - Continuous airworthiness monitoring organisation"	
"101055"	"Jordan - Other - Ground handling organisation"	
"101263"	"Jordan - Other - Individuals"	
"7087"	"Jordan - Other - Design organisation"	
"10087"	"Jordan - Other - Aerodrome operator"	
"11087"	"Jordan - Other - ATM equipment maintenance organisation"	
"9087"	"Jordan - Other - Air Navigation Service Provider"	
"12087"	"Jordan - Other - Apron Management Service Provider"	
"8087"	"Jordan - Other - Maintenance organisation"	
"6087"	"Jordan - Other - Aircraft operator"	
"88"	"Kazakhstan"	
"1088"	"Kazakhstan - AIB"	
"2088"	"Kazakhstan - CAA"	
"5088"	"Kazakhstan - Other"	
"100224"	"Kazakhstan - Other - Production organisation"	
"100432"	"Kazakhstan - Other - Flight Crew Training organisation"	
"100640"	"Kazakhstan - Other - Flight Information Service Provider"	
"100848"	"Kazakhstan - Other - Continuous airworthiness monitoring organisation"	
"101056"	"Kazakhstan - Other - Ground handling organisation"	
"101264"	"Kazakhstan - Other - Individuals"	
"7088"	"Kazakhstan - Other - Design organisation"	
"10088"	"Kazakhstan - Other - Aerodrome operator"	
"11088"	"Kazakhstan - Other - ATM equipment maintenance organisation"	
"9088"	"Kazakhstan - Other - Air Navigation Service Provider"	
"12088"	"Kazakhstan - Other - Apron Management Service Provider"	
"8088"	"Kazakhstan - Other - Maintenance organisation"	
"6088"	"Kazakhstan - Other - Aircraft operator"	
"89"	"Kenya"	
"1089"	"Kenya - AIB"	
"2089"	"Kenya - CAA"	
"5089"	"Kenya - Other"	
"100225"	"Kenya - Other - Production organisation"	
"100433"	"Kenya - Other - Flight Crew Training organisation"	
"100641"	"Kenya - Other - Flight Information Service Provider"	
"100849"	"Kenya - Other - Continuous airworthiness monitoring organisation"	
"101057"	"Kenya - Other - Ground handling organisation"	
"101265"	"Kenya - Other - Individuals"	
"7089"	"Kenya - Other - Design organisation"	
"10089"	"Kenya - Other - Aerodrome operator"	
"11089"	"Kenya - Other - ATM equipment maintenance organisation"	
"9089"	"Kenya - Other - Air Navigation Service Provider"	
"12089"	"Kenya - Other - Apron Management Service Provider"	
"8089"	"Kenya - Other - Maintenance organisation"	
"6089"	"Kenya - Other - Aircraft operator"	
"90"	"Kiribati"	
"1090"	"Kiribati - AIB"	
"2090"	"Kiribati - CAA"	
"5090"	"Kiribati - Other"	
"100226"	"Kiribati - Other - Production organisation"	
"100434"	"Kiribati - Other - Flight Crew Training organisation"	
"100642"	"Kiribati - Other - Flight Information Service Provider"	
"100850"	"Kiribati - Other - Continuous airworthiness monitoring organisation"	
"101058"	"Kiribati - Other - Ground handling organisation"	
"101266"	"Kiribati - Other - Individuals"	
"7090"	"Kiribati - Other - Design organisation"	
"10090"	"Kiribati - Other - Aerodrome operator"	
"11090"	"Kiribati - Other - ATM equipment maintenance organisation"	
"9090"	"Kiribati - Other - Air Navigation Service Provider"	
"12090"	"Kiribati - Other - Apron Management Service Provider"	
"8090"	"Kiribati - Other - Maintenance organisation"	
"6090"	"Kiribati - Other - Aircraft operator"	
"91"	"Korea, North"	
"1091"	"Korea, North - AIB"	
"2091"	"Korea, North - CAA"	
"5091"	"Korea, North - Other"	
"100227"	"Korea, North - Other - Production organisation"	
"100435"	"Korea, North - Other - Flight Crew Training organisation"	
"100643"	"Korea, North - Other - Flight Information Service Provider"	
"100851"	"Korea, North - Other - Continuous airworthiness monitoring organisation"	
"101059"	"Korea, North - Other - Ground handling organisation"	
"101267"	"Korea, North - Other - Individuals"	
"7091"	"Korea, North - Other - Design organisation"	
"10091"	"Korea, North - Other - Aerodrome operator"	
"11091"	"Korea, North - Other - ATM equipment maintenance organisation"	
"9091"	"Korea, North - Other - Air Navigation Service Provider"	
"12091"	"Korea, North - Other - Apron Management Service Provider"	
"8091"	"Korea, North - Other - Maintenance organisation"	
"6091"	"Korea, North - Other - Aircraft operator"	
"92"	"Korea, South"	
"1092"	"Korea, South - AIB"	
"2092"	"Korea, South - CAA"	
"5092"	"Korea, South - Other"	
"100228"	"Korea, South - Other - Production organisation"	
"100436"	"Korea, South - Other - Flight Crew Training organisation"	
"100644"	"Korea, South - Other - Flight Information Service Provider"	
"100852"	"Korea, South - Other - Continuous airworthiness monitoring organisation"	
"101060"	"Korea, South - Other - Ground handling organisation"	
"101268"	"Korea, South - Other - Individuals"	
"7092"	"Korea, South - Other - Design organisation"	
"10092"	"Korea, South - Other - Aerodrome operator"	
"11092"	"Korea, South - Other - ATM equipment maintenance organisation"	
"9092"	"Korea, South - Other - Air Navigation Service Provider"	
"12092"	"Korea, South - Other - Apron Management Service Provider"	
"8092"	"Korea, South - Other - Maintenance organisation"	
"6092"	"Korea, South - Other - Aircraft operator"	
"93"	"Kosovo"	
"1093"	"Kosovo - AIB"	
"2093"	"Kosovo - CAA"	
"5093"	"Kosovo - Other"	
"100229"	"Kosovo - Other - Production organisation"	
"100437"	"Kosovo - Other - Flight Crew Training organisation"	
"100645"	"Kosovo - Other - Flight Information Service Provider"	
"100853"	"Kosovo - Other - Continuous airworthiness monitoring organisation"	
"101061"	"Kosovo - Other - Ground handling organisation"	
"101269"	"Kosovo - Other - Individuals"	
"7093"	"Kosovo - Other - Design organisation"	
"10093"	"Kosovo - Other - Aerodrome operator"	
"11093"	"Kosovo - Other - ATM equipment maintenance organisation"	
"9093"	"Kosovo - Other - Air Navigation Service Provider"	
"12093"	"Kosovo - Other - Apron Management Service Provider"	
"8093"	"Kosovo - Other - Maintenance organisation"	
"6093"	"Kosovo - Other - Aircraft operator"	
"94"	"Kuwait"	
"1094"	"Kuwait - AIB"	
"2094"	"Kuwait - CAA"	
"5094"	"Kuwait - Other"	
"100230"	"Kuwait - Other - Production organisation"	
"100438"	"Kuwait - Other - Flight Crew Training organisation"	
"100646"	"Kuwait - Other - Flight Information Service Provider"	
"100854"	"Kuwait - Other - Continuous airworthiness monitoring organisation"	
"101062"	"Kuwait - Other - Ground handling organisation"	
"101270"	"Kuwait - Other - Individuals"	
"7094"	"Kuwait - Other - Design organisation"	
"10094"	"Kuwait - Other - Aerodrome operator"	
"11094"	"Kuwait - Other - ATM equipment maintenance organisation"	
"9094"	"Kuwait - Other - Air Navigation Service Provider"	
"12094"	"Kuwait - Other - Apron Management Service Provider"	
"8094"	"Kuwait - Other - Maintenance organisation"	
"6094"	"Kuwait - Other - Aircraft operator"	
"95"	"Kyrgyzstan"	
"1095"	"Kyrgyzstan - AIB"	
"2095"	"Kyrgyzstan - CAA"	
"5095"	"Kyrgyzstan - Other"	
"100231"	"Kyrgyzstan - Other - Production organisation"	
"100439"	"Kyrgyzstan - Other - Flight Crew Training organisation"	
"100647"	"Kyrgyzstan - Other - Flight Information Service Provider"	
"100855"	"Kyrgyzstan - Other - Continuous airworthiness monitoring organisation"	
"101063"	"Kyrgyzstan - Other - Ground handling organisation"	
"101271"	"Kyrgyzstan - Other - Individuals"	
"7095"	"Kyrgyzstan - Other - Design organisation"	
"10095"	"Kyrgyzstan - Other - Aerodrome operator"	
"11095"	"Kyrgyzstan - Other - ATM equipment maintenance organisation"	
"9095"	"Kyrgyzstan - Other - Air Navigation Service Provider"	
"12095"	"Kyrgyzstan - Other - Apron Management Service Provider"	
"8095"	"Kyrgyzstan - Other - Maintenance organisation"	
"6095"	"Kyrgyzstan - Other - Aircraft operator"	
"96"	"Lao Peoples Democratic Republic"	
"1096"	"Lao Peoples Democratic Republic - AIB"	
"2096"	"Lao Peoples Democratic Republic - CAA"	
"5096"	"Lao Peoples Democratic Republic - Other"	
"100232"	"Lao Peoples Democratic Republic - Other - Production organisation"	
"100440"	"Lao Peoples Democratic Republic - Other - Flight Crew Training organisation"	
"100648"	"Lao Peoples Democratic Republic - Other - Flight Information Service Provider"	
"100856"	"Lao Peoples Democratic Republic - Other - Continuous airworthiness monitoring organisation"	
"101064"	"Lao Peoples Democratic Republic - Other - Ground handling organisation"	
"101272"	"Lao Peoples Democratic Republic - Other - Individuals"	
"7096"	"Lao Peoples Democratic Republic - Other - Design organisation"	
"10096"	"Lao Peoples Democratic Republic - Other - Aerodrome operator"	
"11096"	"Lao Peoples Democratic Republic - Other - ATM equipment maintenance organisation"	
"9096"	"Lao Peoples Democratic Republic - Other - Air Navigation Service Provider"	
"12096"	"Lao Peoples Democratic Republic - Other - Apron Management Service Provider"	
"8096"	"Lao Peoples Democratic Republic - Other - Maintenance organisation"	
"6096"	"Lao Peoples Democratic Republic - Other - Aircraft operator"	
"97"	"Latvia"	
"2097"	"Latvia - CAA"	
"5097"	"Latvia - Other"	
"100233"	"Latvia - Other - Production organisation"	
"100441"	"Latvia - Other - Flight Crew Training organisation"	
"100649"	"Latvia - Other - Flight Information Service Provider"	
"100857"	"Latvia - Other - Continuous airworthiness monitoring organisation"	
"101065"	"Latvia - Other - Ground handling organisation"	
"101273"	"Latvia - Other - Individuals"	
"7097"	"Latvia - Other - Design organisation"	
"10097"	"Latvia - Other - Aerodrome operator"	
"11097"	"Latvia - Other - ATM equipment maintenance organisation"	
"9097"	"Latvia - Other - Air Navigation Service Provider"	
"12097"	"Latvia - Other - Apron Management Service Provider"	
"8097"	"Latvia - Other - Maintenance organisation"	
"6097"	"Latvia - Other - Aircraft operator"	
"1097"	"Latvia - TAIIB"	
"98"	"Lebanon"	
"1098"	"Lebanon - AIB"	
"2098"	"Lebanon - CAA"	
"5098"	"Lebanon - Other"	
"100234"	"Lebanon - Other - Production organisation"	
"100442"	"Lebanon - Other - Flight Crew Training organisation"	
"100650"	"Lebanon - Other - Flight Information Service Provider"	
"100858"	"Lebanon - Other - Continuous airworthiness monitoring organisation"	
"101066"	"Lebanon - Other - Ground handling organisation"	
"101274"	"Lebanon - Other - Individuals"	
"7098"	"Lebanon - Other - Design organisation"	
"10098"	"Lebanon - Other - Aerodrome operator"	
"11098"	"Lebanon - Other - ATM equipment maintenance organisation"	
"9098"	"Lebanon - Other - Air Navigation Service Provider"	
"12098"	"Lebanon - Other - Apron Management Service Provider"	
"8098"	"Lebanon - Other - Maintenance organisation"	
"6098"	"Lebanon - Other - Aircraft operator"	
"99"	"Lesotho"	
